GOLD,TIP
1256.9,-0.41
1253.65,-0.45
1252.9,-0.41
1250.9,-0.46
1241.7,-0.43
1246.25,-0.39
1258.65,-0.4
1252.5,-0.37
1253.75,-0.39
1264.3,-0.44
1253.6,-0.44
1255.7,-0.41
1272.3,-0.38
1286.1,-0.32
1285,-0.33
1282.05,-0.36
1279.9,-0.39
1281.5,-0.4
1271.8,-0.41
1270.5,-0.44
1264.95,-0.42
1264.3,-0.39
1265.55,-0.37
1255.8,-0.41
1253.95,-0.46
1235.85,-0.5
1239.4,-0.5
1229.7,-0.53
1225.15,-0.56
1222.95,-0.56
1221,-0.51
1227.9,-0.49
1231.5,-0.52
1234.05,-0.51
1244.6,-0.44
1261.35,-0.43
1251.85,-0.41
1255.25,-0.43
1259.9,-0.46
1251.35,-0.45
1257.1,-0.45
1265,-0.44
1262.8,-0.4
1263.8,-0.4
1266.15,-0.4
1260.95,-0.36
1280.7,-0.39
1287.85,-0.37
1292.7,-0.4
1284.8,-0.41
1274.25,-0.43
1269.25,-0.46
1261.3,-0.46
1268.25,-0.44
1260.25,-0.49
1256.6,-0.49
1251.1,-0.52
1246.5,-0.5
1247.05,-0.5
1251.4,-0.46
1256.3,-0.45
1240.85,-0.43
1250.4,-0.5
1251.6,-0.49
1246.6,-0.55
1243.25,-0.58
1235.2,-0.6
1221.9,-0.58
1224.3,-0.61
1220.4,-0.66
1207.55,-0.66
1211.9,-0.62
1219.4,-0.57
1221.4,-0.58
1218.95,-0.57
1229.85,-0.54
1237.1,-0.51
1239.85,-0.51
1236.55,-0.5
1247.25,-0.48
1255.85,-0.48
1252,-0.52
1245.4,-0.49
1262.05,-0.49
1259.6,-0.47
1266.35,-0.48
1267.05,-0.47
1266.65,-0.48
1261.8,-0.46
1269.3,-0.47
1257.55,-0.46
1261.45,-0.46
1267.95,-0.42
1278.9,-0.4
1288.3,-0.4
1281.1,-0.45
1270.15,-0.45
1285.9,-0.42
1295.25,-0.43
1287.6,-0.43
1285.1,-0.45
1286.45,-0.42
1285.9,-0.44
1287.05,-0.42
1323.4,-0.39
1310.6,-0.39
1305.8,-0.36
1318.4,-0.37
1331.15,-0.3
1340.15,-0.32
1340.45,-0.26
1350.9,-0.25
1338.75,-0.31
1326.25,-0.33
1332.25,-0.35
1323,-0.35
1325,-0.35
1314.4,-0.36
1308.45,-0.37
1314.9,-0.43
1297.35,-0.44
1297,-0.42
1295.5,-0.38
1306.9,-0.4
1291.3,-0.44
1284.3,-0.44
1286.95,-0.49
1273.1,-0.51
1270.7,-0.49
1275.55,-0.48
1278.4,-0.49
1268.2,-0.5
1289.6,-0.47
1290.2,-0.46
1294.45,-0.44
1293.9,-0.43
1305.15,-0.46
1289.7,-0.48
1280.65,-0.5
1283.4,-0.49
1280.25,-0.52
1275.25,-0.52
1278.3,-0.55
1273,-0.56
1278,-0.57
1267.8,-0.54
1272.75,-0.5
1274.4,-0.5
1279.25,-0.49
1276.4,-0.48
1275.3,-0.48
1271.6,-0.46
1276.35,-0.44
1282.25,-0.45
1284,-0.46
1284.45,-0.52
1278.4,-0.52
1273.7,-0.51
1285.7,-0.48
1277.7,-0.53
1283.85,-0.49
1292.35,-0.52
1280,-0.52
1283.95,-0.48
1289.15,-0.5
1294.7,-0.49
1293.9,-0.5
1294.85,-0.53
1282.15,-0.56
1277.25,-0.51
1279.1,-0.5
1275.9,-0.5
1268.55,-0.47
1256.8,-0.5
1245.85,-0.5
1251.4,-0.51
1243.4,-0.51
1241.6,-0.48
1255.6,-0.48
1257.25,-0.47
1258.65,-0.5
1263.1,-0.55
1265.95,-0.57
1265.85,-0.55
1268.05,-0.54
1285.4,-0.48
1291.6,-0.47
1296.5,-0.44
1312.8,-0.46
1314.6,-0.46
1313.7,-0.45
1317.9,-0.46
1318.8,-0.47
1314.95,-0.52
1321.65,-0.52
1319.85,-0.54
1332.9,-0.54
1334.95,-0.51
1337.35,-0.53
1329.75,-0.57
1335.8,-0.58
1334.15,-0.6
1337.1,-0.57
1350.5,-0.58
1360.25,-0.56
1354.35,-0.57
1348.4,-0.61
1345.7,-0.63
1343.35,-0.61
1341.1,-0.67
1345,-0.7
1337.1,-0.67
1344.65,-0.69
1328.5,-0.74
1311.05,-0.76
1316.05,-0.78
1321.7,-0.79
1329.4,-0.78
1330.75,-0.82
1353.7,-0.79
1358.6,-0.78
1337.4,-0.78
1328.6,-0.82
1323.5,-0.81
1328.9,-0.76
1339.05,-0.73
1332.75,-0.77
1320.3,-0.75
1311.25,-0.71
1316.75,-0.74
1326.3,-0.75
1324.95,-0.76
1332.5,-0.76
1325.4,-0.75
1319.35,-0.78
1317.25,-0.77
1318.7,-0.75
1324.95,-0.74
1323.35,-0.74
1320.05,-0.77
1311.7,-0.77
1312.75,-0.81
1316.35,-0.8
1328.85,-0.75
1342.35,-0.75
1348.4,-0.77
1350.65,-0.71
1341.05,-0.72
1323.9,-0.69
1336.6,-0.71
1343.15,-0.71
1327.05,-0.75
1325.6,-0.7
1328.5,-0.71
1335.95,-0.72
1345.2,-0.68
1345.9,-0.7
1340.75,-0.69
1344.4,-0.71
1342.95,-0.68
1346.55,-0.71
1347.9,-0.75
1340.15,-0.79
1328,-0.8
1327.35,-0.83
1325.7,-0.86
1321.9,-0.82
1317.7,-0.79
1316.25,-0.78
1309.2,-0.81
1310.75,-0.8
1313.3,-0.78
1309.35,-0.79
1310.05,-0.81
1306.85,-0.82
1314.8,-0.8
1324.8,-0.82
1320.7,-0.85
1310.05,-0.9
1291.75,-0.92
1288.85,-0.95
1287.2,-0.91
1285.85,-0.9
1293.9,-0.91
1294,-0.87
1296.35,-0.86
1303.95,-0.84
1302.05,-0.73
1298.6,-0.78
1303.5,-0.76
1299.15,-0.8
1294.65,-0.82
1292.25,-0.79
1295.25,-0.83
1298.3,-0.8
1299.2,-0.82
1296.05,-0.83
1298.3,-0.83
1294.4,-0.86
1305.3,-0.82
1300.1,-0.81
1281.25,-0.8
1279,-0.77
1273.25,-0.81
1263.7,-0.79
1269.7,-0.78
1269.8,-0.77
1257.15,-0.76
1256.8,-0.72
1250.5,-0.74
1250.55,-0.74
1249,-0.73
1245.85,-0.71
1252.5,-0.71
1254.2,-0.7
1262.6,-0.73
1253.7,-0.74
1250,-0.74
1244.85,-0.75
1240.5,-0.72
1244.9,-0.75
1243.65,-0.77
1223.45,-0.79
1217.4,-0.75
1224.85,-0.78
1229.45,-0.85
1224.3,-0.84
1230.55,-0.81
1228.35,-0.87
1219.15,-0.84
1222.05,-0.85
1219.2,-0.84
1222.75,-0.87
1217.6,-0.86
1207.7,-0.83
1212,-0.83
1215.4,-0.85
1212.35,-0.85
1215.5,-0.82
1211.65,-0.78
1204.4,-0.78
1195.3,-0.8
1186.7,-0.78
1179.65,-0.79
1176.7,-0.79
1188.75,-0.75
1194.1,-0.77
1196.85,-0.74
1187.3,-0.73
1189.95,-0.73
1212.75,-0.77
1204.3,-0.77
1202.35,-0.76
1206.85,-0.78
1195.75,-0.8
1194.7,-0.81
1204.3,-0.8
1200.75,-0.84
1195.8,-0.84
1194,-0.86
1197.8,-0.85
1206.65,-0.87
1206.2,-0.89
1196.8,-0.89
1199.4,-0.92
1203,-0.93
1203,-0.92
1207.6,-0.92
1198.75,-0.92
1199.45,-0.94
1198.8,-0.92
1196,-0.91
1183.5,-0.91
1185.3,-0.95
1192.65,-0.93
1203.5,-0.99
1199.45,-1.03
1201.1,-1.07
1187.4,-1.04
1186.4,-1.06
1201.1,-1.02
1218.75,-1.03
1233,-1.03
1228.85,-1.03
1226.75,-1.06
1224.6,-1.07
1228.25,-1.09
1222.9,-1.09
1235.6,-1.08
1231.65,-1.03
1232.15,-1.09
1236.05,-1.02
1230.75,-1.02
1220,-1.07
1217.7,-1.1
1223.25,-1.12
1235.5,-1.16
1231.6,-1.14
1234.85,-1.15
1235.05,-1.15
1223.45,-1.17
1219.05,-1.15
1197.55,-1.12
1201.45,-1.12
1210.6,-1.11
1215.8,-1.06
1223.55,-1.07
1223.1,-1.09
1224,-1.09
1222.15,-1.09
1226.65,-1.11
1225.05,-1.15
1213.2,-1.12
1226.45,-1.05
1220.45,-1.04
1231.05,-1.02
1239.25,-0.97
1236.45,-0.97
1241.2,-0.96
1246.8,-0.99
1248.25,-1.06
1244.75,-1.08
1244.45,-1.08
1239.15,-1.07
1239.1,-1.05
1248.8,-1.01
1248.6,-0.97
1255,-1.03
1257.6,-1.02
1261.25,-0.99
1271.1,-1.03
1277.25,-0.99
1281.65,-0.98
1287.2,-0.96
1287.95,-0.88
1290.35,-0.91
1291.5,-0.92
1283.9,-0.91
1281.3,-0.91
1292.4,-0.93
1292.8,-0.88
1293.7,-0.9
1289.35,-0.91
1290.5,-0.91
1294,-0.96
1285.05,-0.96
1284.75,-0.95
1284.9,-0.96
1279.75,-0.95
1282.95,-0.97
1301,-0.97
1308.35,-0.94
1312.95,-0.86
1322.5,-0.78
1320.75,-0.82
1311,-0.86
1314,-0.84
1313.35,-0.84
1306.6,-0.81
1311.1,-0.81
1306.75,-0.83
1311.6,-0.85
1311.15,-0.85
1305.65,-0.81
1318,-0.8
1329.55,-0.78
1345.75,-0.76
1335.05,-0.78
1322.25,-0.74
1329.15,-0.75
1327.55,-0.72
1326.45,-0.76
1325.45,-0.78
1309.95,-0.8
1287.45,-0.78
1285,-0.79
1285.55,-0.78
1286.4,-0.74
1294.1,-0.72
1296.35,-0.73
1296.95,-0.71
1308.4,-0.69
1299.2,-0.69
1302.65,-0.65
1305.35,-0.64
1308.35,-0.66
1303,-0.58
1317.3,-0.58
1311.1,-0.54
1319.35,-0.55
1315.25,-0.55
1318.25,-0.55
1306.9,-0.56
1291.15,-0.53
1291.9,-0.59
1287.2,-0.58
1291.85,-0.61
1291.6,-0.61
1288.9,-0.6
1297.1,-0.61
1301.85,-0.6
1304.8,-0.54
1304.65,-0.57
1296.15,-0.61
1286.75,-0.61
1283.75,-0.64
1276.1,-0.65
1276.5,-0.62
1273.45,-0.62
1273.8,-0.57
1277.85,-0.56
1281.5,-0.54
1282.15,-0.58
1285.15,-0.56
1281.8,-0.59
1271.45,-0.66
1270.05,-0.63
1281.3,-0.58
1287.75,-0.62
1284.1,-0.6
1285.4,-0.59
1282.95,-0.55
1297.6,-0.56
1298.9,-0.54
1295.55,-0.56
1285.8,-0.58
1275.25,-0.6
1276,-0.6
1274,-0.6
1275.95,-0.58
1281.5,-0.56
1283.9,-0.53
1283.5,-0.5
1276.45,-0.48
1296,-0.4
1313.95,-0.34
1323.6,-0.38
1337.75,-0.37
1336.65,-0.39
1334.3,-0.35
1328.6,-0.42
1322.65,-0.43
1336.65,-0.42
1335.8,-0.42
1352.45,-0.46
1333.2,-0.48
1344.55,-0.42
1342.4,-0.36
1381.65,-0.27
1388.35,-0.34
1405.45,-0.31
1429.55,-0.33
1406.75,-0.35
1402.25,-0.33
1413.2,-0.31
1390.05,-0.34
1393.1,-0.33
1425.1,-0.31
1414.4,-0.35
1404.9,-0.35
1387.9,-0.36
1395.45,-0.33
1423.1,-0.36
1405.6,-0.35
1416.25,-0.32
1416.1,-0.33
1400.8,-0.31
1420.9,-0.25
1437.05,-0.25
1424.45,-0.26
1417.55,-0.27
1425.55,-0.26
1426.35,-0.28
1418.25,-0.3
1418.95,-0.29
1428.45,-0.28
1430.55,-0.26
1406.4,-0.2
1436.05,-0.2
1457.45,-0.15
1461.85,-0.11
1487.65,-0.09
1497.4,-0.07
1503.5,-0.08
1501.95,-0.04
1527.2,-0.05
1500.35,-0.02
1517.65,0.02
1509.05,-0.01
1499.35,-0.04
1502.65,-0.02
1499.65,-0.05
1498.7,-0.07
1495.5,0.02
1531.85,0.06
1541.75,0.08
1536.65,0.09
1526.55,0.05
1532.45,0.03
1538.8,0.04
1542.6,-0.01
1504.95,-0.01
1509.95,-0.06
1494.6,-0.12
1493.65,-0.15
1502.95,-0.16
1506.3,-0.23
1502.05,-0.17
1499.3,-0.15
1502.2,-0.21
1498.4,-0.18
1504.1,-0.13
1519.5,-0.11
1520.25,-0.06
1530.85,-0.13
1507.05,-0.13
1496.15,-0.16
1487.6,-0.15
1466.1,-0.13
1484.05,-0.1
1504,-0.06
1509.5,-0.02
1502.15,-0.05
1500,-0.06
1503.4,-0.1
1508.2,-0.15
1498.35,-0.2
1494.75,-0.21
1482.55,-0.18
1484.45,-0.17
1490.85,-0.19
1487.45,-0.17
1494.25,-0.16
1488.85,-0.15
1504.65,-0.15
1505.05,-0.21
1492.75,-0.23
1490.15,-0.21
1506.4,-0.15
1509.85,-0.14
1509.2,-0.15
1504.6,-0.18
1488.55,-0.15
1484.1,-0.23
1466.85,-0.23
1455,-0.22
1463.45,-0.22
1467.65,-0.2
1465.6,-0.21
1458.4,-0.18
1464.9,-0.16
1475.7,-0.13
1468.9,-0.14
1471.3,-0.15
1459.45,-0.14
1457.65,-0.12
1459.8,-0.14
1456.35,-0.17
1457.5,-0.18
1470.4,-0.09
1475.85,-0.11
1474.6,-0.13
1474.85,-0.15
1463.6,-0.14
1464.45,-0.14
1468.05,-0.1
1474.7,-0.18
1470.6,-0.12
1477.4,-0.16
1478.4,-0.14
1478.9,-0.16
1474.4,-0.15
1476.9,-0.15
1483.95,-0.18
1490.85,-0.15
1510.6,-0.15
1511.5,-0.15
1523,-0.15
1520.55,-0.08
1547.4,-0.03
1576.85,-0.06
1566.5,-0.09
1582.85,-0.12
1547.85,-0.11
1548.8,-0.07
1550.35,-0.08
1544.95,-0.05
1551.9,-0.04
1555.2,-0.07
1556.5,-0.09
1556.25,-0.04
1558.1,-0.05
1554.05,-0.04
1561.85,-0.02
1583.45,0.02
1579.6,0
1571.2,0.04
1580.4,0.07
1580.85,0.14
1578.85,0.09
1571.2,0.03
1552.2,0
1564.75,0.02
1574.05,0.1
1567.7,0.06
1566.75,0.04
1575,0.06
1576.35,0.07
1588.2,0.1
1609.5,0.09
1610.35,0.11
1633.7,0.15
1682.35,0.21
1655.9,0.2
1647.95,0.21
1646.6,0.23
1626.35,0.28
1609.7,0.31
1599.05,0.43
1644.8,0.44
1647.45,0.48
1687,0.57
1676.6,0.45
1657.4,0.24
1662.5,0.14
1636.65,0.04
1588.15,-0.04
1504.65,0
1472.35,-0.39
1506,-0.55
1480.7,-0.62
1504.45,-0.17
1494.5,0.04
1599.5,0.13
1620.95,0.19
1620.1,0.24
1621.2,0.22
1624.45,0.25
1604.65,0.17
1594.25,0.29
1588.05,0.4
1609.75,0.46
1636.6,0.47
1652.2,0.42
1649.05,0.42
1662.5,0.5
1715.85,0.53
1712.25,0.56
1717.85,0.42
1693.15,0.36
1684.95,0.31
1678.6,0.38
1702.65,0.43
1727.55,0.44
1727.25,0.51
1717.25,0.5
1708.1,0.52
1706,0.51
1716.75,0.43
1673.05,0.42
1703.7,0.43
1696.3,0.44
1698.9,0.38
1688.65,0.45
1698.8,0.4
1703.45,0.4
1699.85,0.43
1716.4,0.43
1734.85,0.45
1756.9,0.44
1735.25,0.45
1750.05,0.48
1732.8,0.46
1732.45,0.46
1722.75,0.44
1705.15,0.46
1723.3,0.48
1725.65,0.5
1734.8,0.52
1740.25,0.5
1717.6,0.44
1706.45,0.4
1709.55,0.36
1692,0.4
1707.5,0.42
1717.65,0.52
1731.9,0.55
1735.85,0.5
1710.4,0.52
1728.35,0.52
1717.3,0.52
1732.65,0.57
1728.55,0.6
1745.45,0.63
1756.6,0.66
1775.7,0.64
1758.55,0.65
1762.1,0.68
1768.8,0.7
1770.7,0.68
1787.4,0.68
1771.85,0.73
1774.4,0.76
1775.5,0.78
1799.35,0.75
1812.45,0.77
1805.75,0.76
1808.05,0.78
1798.2,0.78
1809.3,0.77
1804.6,0.79
1802.9,0.82
1810.3,0.84
1823.2,0.87
1851,0.88
1882.35,0.9
1893.85,0.92
1940.55,0.9
1931.65,0.92
1954.35,0.95
1952.2,0.97
1974.7,1
1972.95,1.02
1972.25,1.05
2034.45,1.06
2049.15,1.08
2061.5,1.04
2030.3,1.02
1996.6,0.99
1931.7,0.98
1931,0.96
1948.3,0.94
1949.85,0.97
2005.15,1.01
1993.15,0.99
1928.05,0.97
1932.85,1
1947.55,1.02
1925.45,1.01
1918.5,1.03
1938.8,0.99
1955.85,1.03
1987.95,1.08
1969,1.07
1934.1,1.02
1937.6,0.98
1920.6,0.99
1928.4,1
1944.8,1.01
1944.5,0.98
1942.3,0.97
1963.55,0.99
1964.8,0.99
1936.1,0.97
1954.75,0.97
1930.9,0.94
1903.1,0.94
1888.1,0.92
1850.75,0.91
1870.05,0.92
1850.95,0.94
1882.4,0.98
1883.4,0.94
1895.55,0.95
1906.4,0.94
1899.65,0.9
1912.5,0.9
1888,0.9
1891.35,0.94
1912.4,0.94
1920.8,0.96
1896.45,0.96
1891.7,0.95
1908.2,0.95
1910,0.93
1906.35,0.91
1918.95,0.91
1916.85,0.89
1910.6,0.9
1901.6,0.91
1898.9,0.92
1896.85,0.91
1876.85,0.86
1875.8,0.82
1886.75,0.84
1899.85,0.82
1888.55,0.86
1916.8,0.87
1947.95,0.82
1957.45,0.77
1874.9,0.78
1868,0.83
1878.2,0.83
1892.6,0.81
1885.4,0.83
1877.2,0.82
1857.4,0.84
1867,0.86
1863.8,0.85
1818.1,0.86
1808.55,0.87
1808.05,0.91
1771.95,0.93
1796.2,0.89
1832.95,0.9
1834.8,0.94
1839.3,0.92
1832.8,0.94
1864.5,0.97
1859.8,0.96
1834.2,0.96
1833.65,0.97
1820.25,0.98
1844.3,0.99
1861.35,1
1871.95,1
1878.95,1
1869.25,1
1873.3,1.01
1867.1,1.01
1872.55,1.03
1873.9,1.02
1877.55,1.03
1891.1,1.06
1930.8,1.08
1946.55,1.07
1957.2,1.02
1911.05,1.01
1891.3,0.93
1847.8,0.91
1861.85,0.93
1852.4,0.96
1840.25,0.94
1853.85,0.99
1843.1,1
1854.6,1.02
1867.65,0.98
1853.6,0.99
1855.6,1.03
1853.2,1.03
1846.4,1.04
1839.65,1.06
1852.7,1.02
1857.8,1.02
1847.1,1.03
1834.7,1.04
1811.55,1.02
1808.55,1.02
1811.65,1.03
1846.55,1.04
1843.45,1.06
1841.7,1.04
1818,1.01
1823.45,0.94
1788.85,0.92
1782.8,0.87
1773.75,0.8
1798.8,0.79
1809.5,0.79
1807.25,0.79
1792.1,0.6
1765.1,0.71
1746.95,0.71
1728.5,0.78
1727.05,0.74
1710.05,0.66
1696.05,0.66
1694.45,0.62
1702.85,0.66
1711.5,0.73
1736.35,0.74
1703.85,0.62
1727.9,0.65
1732.3,0.68
1736.95,0.67
1734.1,0.56
1737.2,0.57
1733.4,0.64
1739.25,0.66
1734.05,0.69
1729.2,0.69
1727.85,0.67
1723.95,0.63
1696.7,0.62
1685.35,0.63
1715.85,0.66
1731.05,0.65
1736,0.66
1743.7,0.69
1747.95,0.64
1741.55,0.64
1728.1,0.69
1743.3,0.69
1748,0.77
1766.45,0.77
1788.4,0.73
1765.5,0.74
1781.05,0.76
1785.65,0.76
1785.3,0.76
1779.65,0.78
1780.9,0.76
1764.15,0.78
1774.65,0.77
1768.8,0.76
1784.95,0.81
1778.05,0.88
1793.15,0.87
1820.5,0.89
1834.15,0.91
1837.15,0.89
1833.6,0.85
1814.3,0.85
1833.5,0.88
1848.45,0.9
1867.4,0.88
1860,0.8
1869.35,0.78
1877.65,0.8
1876.85,0.83
1882.8,0.86
1904.3,0.82
1895.05,0.81
1892.45,0.84
1907.7,0.84
1895.9,0.85
1892.15,0.79
1869.55,0.84
1882.05,0.82
1892.05,0.83
1890.45,0.82
1882,0.9
1891.95,0.85
1859.75,0.85
1863.85,0.87
1858.1,0.75
1806.75,0.75
1792.35,0.79
1782.45,0.75
1779.1,0.83
1782.9,0.84
1780.2,0.81
1783.25,0.8
1774.25,0.84
1769.6,0.83
1757.8,0.87
1774,0.87
1783.5,0.89
1807.8,0.94
1804.25,0.95
1810.25,0.92
1803.4,0.91
1802.95,0.95
1807.85,0.94
1813.05,0.97
1832,1.01
1822,1.02
1803.25,1.05
1815.3,1.03
1805.9,0.98
1797.4,1.01
1803.05,1.05
1808.15,1.11
1797.15,1.13
1799.3,1.15
1819.45,1.15
1828.25,1.16
1807.55,1.17
1809.7,1.19
1812.45,1.16
1811.2,1.1
1799.45,1.06
1741.5,1.04
1729.55,1.04
1734.05,1.07
1755.5,1.05
1757.65,1.08
1775.75,1.1
1794.05,1.07
1788.1,1.05
1788.2,1.04
1782.95,1.01
1786.9,1.02
1802.95,1.01
1794.7,1
1783.8,0.99
1795.5,1.08
1814.3,1.03
1813.9,1.03
1815.15,1.03
1812.05,1.01
1810.75,0.98
1797.95,1.03
1795.35,1.08
1799.9,1.05
1787.85,1.04
1788.65,1.05
1801.4,1.04
1781.45,1.01
1766.1,0.96
1757.15,0.98
1766.45,0.96
